nohup: ignoring input
============================================================================================
Remove CancerControl-v0 from registry
============================================================================================
Device set to : NVIDIA GeForce RTX 3090
============================================================================================
training environment name : gym_cancer:CancerControl-v0--patient011
2022-09-22 10:05:58.402593: I tensorflow/core/util/util.cc:169] oneDNN custom operations are on. You may see slightly different numerical results due to floating-point round-off errors from different computation orders. To turn them off, set the environment variable `TF_ENABLE_ONEDNN_OPTS=0`.
current logging run number for gym_cancer:CancerControl-v0 :  0
save checkpoint path : ../PPO_pretrained/online/gym_cancer:CancerControl-v0/patient011/
save checkpoint format : patient011_10_20220922-1005-m1-0.8-AI-0.8_PPO_gym_cancer:CancerControl-v0_0_0.pth
--------------------------------------------------------------------------------------------
num of envs : 1
max training updating times :  100000
max timesteps per episode :  120
model saving frequency : 500 episodes
log frequency : 2 episodes
printing average reward over episodes in last : 2 episodes
--------------------------------------------------------------------------------------------
state space dimension :  7
action space dimension :  10
--------------------------------------------------------------------------------------------
Initializing a discrete action space policy
--------------------------------------------------------------------------------------------
The initial explore rate : 0.8 and initial exploit rate is : 1- 0.8
PPO update frequency : 2 episodes
PPO K epochs :  4
PPO epsilon clip :  0.2
discount factor (gamma) :  0.99
--------------------------------------------------------------------------------------------
decaying optimizer with step size :  1000  decay ratio :  0.8
optimizer learning rate actor :  3e-05
optimizer learning rate critic :  1e-05
The local computer has : 24 cores
============================================================================================
Started training at (GMT) :  2022-09-22 10:06:04
============================================================================================
Updates : 0 		 Survival : 4.0  		 Treated : 0 		 Reward : -0.38
--------------------------------------------------------------------------------------------
saving model at : ../PPO_pretrained/online/gym_cancer:CancerControl-v0/patient011/best/patient011_10_20220922-1005-m1-0.8-AI-0.8_PPO_gym_cancer:CancerControl-v0_0_0.pth
model saved
Elapsed Time  :  0:11:57
--------------------------------------------------------------------------------------------
/home/yitao/projects/PPOProstateCancer/codes/env/gym_cancer/envs/cancercontrol.py:265: RuntimeWarning: invalid value encountered in power
  dxdt = np.multiply(r * x, (1 - (x @ self.A / self.K) ** phi - drug @ Beta))
Updates : 602 		 Survival : 103.0  		 Treated : 0 		 Reward : 4558.48
Updates : 604 		 Survival : 108.0  		 Treated : 0 		 Reward : 3352.23
Updates : 606 		 Survival : 108.0  		 Treated : 0 		 Reward : 3576.99
Updates : 608 		 Survival : 70.0  		 Treated : 0 		 Reward : 2175.2
Updates : 610 		 Survival : 108.0  		 Treated : 0 		 Reward : 4328.86
Updates : 612 		 Survival : 108.0  		 Treated : 0 		 Reward : 4263.41
Updates : 614 		 Survival : 108.0  		 Treated : 0 		 Reward : 4048.73
Updates : 616 		 Survival : 108.0  		 Treated : 0 		 Reward : 4048.73
Updates : 618 		 Survival : 108.0  		 Treated : 0 		 Reward : 3817.45
Updates : 620 		 Survival : 108.0  		 Treated : 0 		 Reward : 5108.89
Updates : 622 		 Survival : 108.0  		 Treated : 0 		 Reward : 4088.89
Updates : 624 		 Survival : 108.0  		 Treated : 0 		 Reward : 4048.73
Updates : 626 		 Survival : 108.0  		 Treated : 0 		 Reward : 3889.34
Updates : 628 		 Survival : 108.0  		 Treated : 0 		 Reward : 4048.73
Updates : 630 		 Survival : 108.0  		 Treated : 0 		 Reward : 4409.89
Updates : 632 		 Survival : 108.0  		 Treated : 0 		 Reward : 4181.34
Updates : 634 		 Survival : 108.0  		 Treated : 0 		 Reward : 4471.01
Updates : 636 		 Survival : 108.0  		 Treated : 0 		 Reward : 4064.09
Updates : 638 		 Survival : 108.0  		 Treated : 0 		 Reward : 4077.19
Updates : 640 		 Survival : 108.0  		 Treated : 0 		 Reward : 4402.01
Updates : 642 		 Survival : 108.0  		 Treated : 0 		 Reward : 4506.14
Updates : 644 		 Survival : 108.0  		 Treated : 0 		 Reward : 4048.73
Updates : 646 		 Survival : 45.0  		 Treated : 0 		 Reward : 683.95
Updates : 648 		 Survival : 108.0  		 Treated : 0 		 Reward : 4900.94
Updates : 650 		 Survival : 69.0  		 Treated : 0 		 Reward : 1946.74
Updates : 652 		 Survival : 108.0  		 Treated : 0 		 Reward : 4276.79
Updates : 654 		 Survival : 108.0  		 Treated : 0 		 Reward : 4123.0
Updates : 656 		 Survival : 108.0  		 Treated : 0 		 Reward : 2770.67
Updates : 658 		 Survival : 108.0  		 Treated : 0 		 Reward : 4315.93
Updates : 660 		 Survival : 108.0  		 Treated : 0 		 Reward : 3791.98
Updates : 662 		 Survival : 108.0  		 Treated : 0 		 Reward : 3901.45
Updates : 664 		 Survival : 89.0  		 Treated : 0 		 Reward : 3381.74
Updates : 666 		 Survival : 108.0  		 Treated : 0 		 Reward : 4873.18
Updates : 668 		 Survival : 4.0  		 Treated : 0 		 Reward : 0.55
Updates : 670 		 Survival : 108.0  		 Treated : 0 		 Reward : 3902.41
Updates : 672 		 Survival : 100.0  		 Treated : 0 		 Reward : 3799.5
Updates : 674 		 Survival : 108.0  		 Treated : 0 		 Reward : 4048.73
Updates : 676 		 Survival : 108.0  		 Treated : 0 		 Reward : 4679.96
Updates : 678 		 Survival : 108.0  		 Treated : 0 		 Reward : 3321.59
Updates : 680 		 Survival : 108.0  		 Treated : 0 		 Reward : 3980.51
Updates : 682 		 Survival : 108.0  		 Treated : 0 		 Reward : 4776.8
Updates : 684 		 Survival : 108.0  		 Treated : 0 		 Reward : 4172.13
Updates : 686 		 Survival : 108.0  		 Treated : 0 		 Reward : 4138.76
Updates : 688 		 Survival : 108.0  		 Treated : 0 		 Reward : 4054.64
Updates : 690 		 Survival : 108.0  		 Treated : 0 		 Reward : 4048.73
Updates : 692 		 Survival : 108.0  		 Treated : 0 		 Reward : 4500.17
Updates : 694 		 Survival : 108.0  		 Treated : 0 		 Reward : 3887.19
Updates : 696 		 Survival : 108.0  		 Treated : 0 		 Reward : 3144.61
Updates : 698 		 Survival : 108.0  		 Treated : 0 		 Reward : 3370.99
Updates : 700 		 Survival : 108.0  		 Treated : 0 		 Reward : 2931.63
Updates : 702 		 Survival : 108.0  		 Treated : 0 		 Reward : 4048.73
Updates : 704 		 Survival : 108.0  		 Treated : 0 		 Reward : 3741.41
Updates : 706 		 Survival : 108.0  		 Treated : 0 		 Reward : 5082.08
Updates : 708 		 Survival : 108.0  		 Treated : 0 		 Reward : 4048.73
Updates : 710 		 Survival : 108.0  		 Treated : 0 		 Reward : 3710.84
Updates : 712 		 Survival : 108.0  		 Treated : 0 		 Reward : 3937.46
Updates : 714 		 Survival : 108.0  		 Treated : 0 		 Reward : 3507.63
Updates : 716 		 Survival : 108.0  		 Treated : 0 		 Reward : 4048.73
Updates : 718 		 Survival : 108.0  		 Treated : 0 		 Reward : 3730.01
Updates : 720 		 Survival : 108.0  		 Treated : 0 		 Reward : 4048.73
Updates : 722 		 Survival : 108.0  		 Treated : 0 		 Reward : 5101.62
Updates : 724 		 Survival : 108.0  		 Treated : 0 		 Reward : 4048.73
Updates : 726 		 Survival : 6.0  		 Treated : 0 		 Reward : 4.99
Updates : 728 		 Survival : 108.0  		 Treated : 0 		 Reward : 3521.37
Updates : 730 		 Survival : 108.0  		 Treated : 0 		 Reward : 4707.75
Updates : 732 		 Survival : 108.0  		 Treated : 0 		 Reward : 4636.63
Updates : 734 		 Survival : 108.0  		 Treated : 0 		 Reward : 4295.55
Updates : 736 		 Survival : 108.0  		 Treated : 0 		 Reward : 4523.77
Updates : 738 		 Survival : 26.0  		 Treated : 0 		 Reward : 262.95
Updates : 740 		 Survival : 108.0  		 Treated : 0 		 Reward : 4061.31
Updates : 742 		 Survival : 108.0  		 Treated : 0 		 Reward : 3724.05
Updates : 744 		 Survival : 108.0  		 Treated : 0 		 Reward : 4503.8
Updates : 746 		 Survival : 108.0  		 Treated : 0 		 Reward : 4763.41
Updates : 748 		 Survival : 108.0  		 Treated : 0 		 Reward : 3460.71
Updates : 750 		 Survival : 108.0  		 Treated : 0 		 Reward : 3971.44
Updates : 752 		 Survival : 108.0  		 Treated : 0 		 Reward : 4186.59
Updates : 754 		 Survival : 108.0  		 Treated : 0 		 Reward : 3916.22
Updates : 756 		 Survival : 108.0  		 Treated : 0 		 Reward : 4048.73
Updates : 758 		 Survival : 100.0  		 Treated : 0 		 Reward : 4186.58
Updates : 760 		 Survival : 108.0  		 Treated : 0 		 Reward : 4410.46
Updates : 762 		 Survival : 108.0  		 Treated : 0 		 Reward : 4710.08
Updates : 764 		 Survival : 108.0  		 Treated : 0 		 Reward : 3410.71
Updates : 766 		 Survival : 108.0  		 Treated : 0 		 Reward : 3550.94
Updates : 768 		 Survival : 108.0  		 Treated : 0 		 Reward : 4194.42
Updates : 770 		 Survival : 108.0  		 Treated : 0 		 Reward : 4457.47
Updates : 772 		 Survival : 108.0  		 Treated : 0 		 Reward : 3611.55
Updates : 774 		 Survival : 108.0  		 Treated : 0 		 Reward : 3858.51
Updates : 776 		 Survival : 107.0  		 Treated : 0 		 Reward : 4091.63
Updates : 778 		 Survival : 108.0  		 Treated : 0 		 Reward : 4195.17
Updates : 780 		 Survival : 108.0  		 Treated : 0 		 Reward : 4170.58
Updates : 782 		 Survival : 108.0  		 Treated : 0 		 Reward : 4292.91
Updates : 784 		 Survival : 108.0  		 Treated : 0 		 Reward : 3823.18
Updates : 786 		 Survival : 26.0  		 Treated : 0 		 Reward : 268.25
Updates : 788 		 Survival : 108.0  		 Treated : 0 		 Reward : 3959.03
Updates : 790 		 Survival : 108.0  		 Treated : 0 		 Reward : 4074.41
Updates : 792 		 Survival : 108.0  		 Treated : 0 		 Reward : 4044.75
Updates : 794 		 Survival : 108.0  		 Treated : 0 		 Reward : 3709.7
Updates : 796 		 Survival : 108.0  		 Treated : 0 		 Reward : 4062.84
Updates : 798 		 Survival : 108.0  		 Treated : 0 		 Reward : 4155.38
Updates : 800 		 Survival : 108.0  		 Treated : 0 		 Reward : 4108.93
Updates : 802 		 Survival : 108.0  		 Treated : 0 		 Reward : 4016.26
Updates : 804 		 Survival : 108.0  		 Treated : 0 		 Reward : 3993.65
Updates : 806 		 Survival : 108.0  		 Treated : 0 		 Reward : 4071.46
Updates : 808 		 Survival : 108.0  		 Treated : 0 		 Reward : 4352.58
Updates : 810 		 Survival : 108.0  		 Treated : 0 		 Reward : 3826.11
Updates : 812 		 Survival : 108.0  		 Treated : 0 		 Reward : 3540.05
Updates : 814 		 Survival : 108.0  		 Treated : 0 		 Reward : 3891.12
Updates : 816 		 Survival : 108.0  		 Treated : 0 		 Reward : 4056.86
Updates : 818 		 Survival : 96.0  		 Treated : 0 		 Reward : 3175.66
Updates : 820 		 Survival : 108.0  		 Treated : 0 		 Reward : 3280.64
Updates : 822 		 Survival : 108.0  		 Treated : 0 		 Reward : 4537.94
Updates : 824 		 Survival : 108.0  		 Treated : 0 		 Reward : 3913.22
Updates : 826 		 Survival : 108.0  		 Treated : 0 		 Reward : 3782.79
Updates : 828 		 Survival : 108.0  		 Treated : 0 		 Reward : 4288.34
Updates : 830 		 Survival : 108.0  		 Treated : 0 		 Reward : 4107.46
Updates : 832 		 Survival : 108.0  		 Treated : 0 		 Reward : 4660.46
Updates : 834 		 Survival : 108.0  		 Treated : 0 		 Reward : 4392.91
Updates : 836 		 Survival : 108.0  		 Treated : 0 		 Reward : 4095.5
Updates : 838 		 Survival : 97.0  		 Treated : 0 		 Reward : 4221.06
Updates : 840 		 Survival : 108.0  		 Treated : 0 		 Reward : 4935.47
Updates : 842 		 Survival : 74.0  		 Treated : 0 		 Reward : 1802.63
Updates : 844 		 Survival : 76.0  		 Treated : 0 		 Reward : 1784.33
Updates : 846 		 Survival : 108.0  		 Treated : 0 		 Reward : 3772.35
Updates : 848 		 Survival : 108.0  		 Treated : 0 		 Reward : 4149.38
Updates : 850 		 Survival : 108.0  		 Treated : 0 		 Reward : 3320.03
Updates : 852 		 Survival : 108.0  		 Treated : 0 		 Reward : 4543.32
Updates : 854 		 Survival : 108.0  		 Treated : 0 		 Reward : 4182.72
Updates : 856 		 Survival : 108.0  		 Treated : 0 		 Reward : 3708.02
Updates : 858 		 Survival : 108.0  		 Treated : 0 		 Reward : 3861.86
Updates : 860 		 Survival : 78.0  		 Treated : 0 		 Reward : 2672.34
Updates : 862 		 Survival : 108.0  		 Treated : 0 		 Reward : 3858.1
Updates : 864 		 Survival : 108.0  		 Treated : 0 		 Reward : 4048.73
Updates : 866 		 Survival : 108.0  		 Treated : 0 		 Reward : 4809.98
Updates : 868 		 Survival : 108.0  		 Treated : 0 		 Reward : 3905.72
Updates : 870 		 Survival : 103.0  		 Treated : 0 		 Reward : 3329.42
Updates : 872 		 Survival : 108.0  		 Treated : 0 		 Reward : 3228.88
Updates : 874 		 Survival : 103.0  		 Treated : 0 		 Reward : 4518.77
Updates : 876 		 Survival : 108.0  		 Treated : 0 		 Reward : 4359.67
Updates : 878 		 Survival : 108.0  		 Treated : 0 		 Reward : 4475.74
Updates : 880 		 Survival : 108.0  		 Treated : 0 		 Reward : 4056.86
Updates : 882 		 Survival : 108.0  		 Treated : 0 		 Reward : 3834.01
Updates : 884 		 Survival : 108.0  		 Treated : 0 		 Reward : 3495.0
Updates : 886 		 Survival : 108.0  		 Treated : 0 		 Reward : 4620.17
Updates : 888 		 Survival : 108.0  		 Treated : 0 		 Reward : 4388.3
Updates : 890 		 Survival : 25.0  		 Treated : 0 		 Reward : 273.14
Updates : 892 		 Survival : 108.0  		 Treated : 0 		 Reward : 3837.14
Updates : 894 		 Survival : 108.0  		 Treated : 0 		 Reward : 4048.73
Updates : 896 		 Survival : 108.0  		 Treated : 0 		 Reward : 4635.23
Updates : 898 		 Survival : 108.0  		 Treated : 0 		 Reward : 4063.41
Updates : 900 		 Survival : 46.0  		 Treated : 0 		 Reward : 888.05
Updates : 902 		 Survival : 108.0  		 Treated : 0 		 Reward : 3555.07
Updates : 904 		 Survival : 108.0  		 Treated : 0 		 Reward : 3268.23
Updates : 906 		 Survival : 106.0  		 Treated : 0 		 Reward : 4883.72
Updates : 908 		 Survival : 108.0  		 Treated : 0 		 Reward : 4372.54
Updates : 910 		 Survival : 108.0  		 Treated : 0 		 Reward : 4618.57
Updates : 912 		 Survival : 108.0  		 Treated : 0 		 Reward : 3852.0
Updates : 914 		 Survival : 108.0  		 Treated : 0 		 Reward : 4660.44
Updates : 916 		 Survival : 9.0  		 Treated : 0 		 Reward : 6.06
Updates : 918 		 Survival : 14.0  		 Treated : 0 		 Reward : 21.21
Updates : 920 		 Survival : 108.0  		 Treated : 0 		 Reward : 5122.38
Updates : 922 		 Survival : 108.0  		 Treated : 0 		 Reward : 3589.15
Updates : 924 		 Survival : 108.0  		 Treated : 0 		 Reward : 4604.21
Updates : 926 		 Survival : 108.0  		 Treated : 0 		 Reward : 4071.46
Updates : 928 		 Survival : 108.0  		 Treated : 0 		 Reward : 4986.84
Updates : 930 		 Survival : 108.0  		 Treated : 0 		 Reward : 3372.59
Updates : 932 		 Survival : 108.0  		 Treated : 0 		 Reward : 3913.16
Updates : 934 		 Survival : 108.0  		 Treated : 0 		 Reward : 4734.08
Updates : 936 		 Survival : 108.0  		 Treated : 0 		 Reward : 4163.26
Updates : 938 		 Survival : 108.0  		 Treated : 0 		 Reward : 4574.46
Updates : 940 		 Survival : 108.0  		 Treated : 0 		 Reward : 4319.6
Updates : 942 		 Survival : 108.0  		 Treated : 0 		 Reward : 3785.14
Updates : 944 		 Survival : 108.0  		 Treated : 0 		 Reward : 4530.56
Updates : 946 		 Survival : 62.0  		 Treated : 0 		 Reward : 1681.72
Updates : 948 		 Survival : 108.0  		 Treated : 0 		 Reward : 4479.62
Updates : 950 		 Survival : 108.0  		 Treated : 0 		 Reward : 4563.43
Updates : 952 		 Survival : 108.0  		 Treated : 0 		 Reward : 4224.88
Updates : 954 		 Survival : 108.0  		 Treated : 0 		 Reward : 4344.01
Updates : 956 		 Survival : 108.0  		 Treated : 0 		 Reward : 4143.64
Updates : 958 		 Survival : 108.0  		 Treated : 0 		 Reward : 3819.45
Updates : 960 		 Survival : 108.0  		 Treated : 0 		 Reward : 3542.51
Updates : 962 		 Survival : 108.0  		 Treated : 0 		 Reward : 3842.55
Updates : 964 		 Survival : 108.0  		 Treated : 0 		 Reward : 3569.64
Updates : 966 		 Survival : 108.0  		 Treated : 0 		 Reward : 4252.95
Updates : 968 		 Survival : 108.0  		 Treated : 0 		 Reward : 3212.73
Updates : 970 		 Survival : 108.0  		 Treated : 0 		 Reward : 4266.38
Updates : 972 		 Survival : 108.0  		 Treated : 0 		 Reward : 3787.06
Updates : 974 		 Survival : 108.0  		 Treated : 0 		 Reward : 4402.41
Updates : 976 		 Survival : 108.0  		 Treated : 0 		 Reward : 4438.38
Updates : 978 		 Survival : 108.0  		 Treated : 0 		 Reward : 4056.86
Updates : 980 		 Survival : 108.0  		 Treated : 0 		 Reward : 4056.86
Updates : 982 		 Survival : 108.0  		 Treated : 0 		 Reward : 3540.49
Updates : 984 		 Survival : 85.0  		 Treated : 0 		 Reward : 3259.39
Updates : 986 		 Survival : 108.0  		 Treated : 0 		 Reward : 3382.62
Updates : 988 		 Survival : 108.0  		 Treated : 0 		 Reward : 3245.32
Updates : 990 		 Survival : 108.0  		 Treated : 0 		 Reward : 4127.22
Updates : 992 		 Survival : 108.0  		 Treated : 0 		 Reward : 3935.77
Updates : 994 		 Survival : 108.0  		 Treated : 0 		 Reward : 3547.37
Updates : 996 		 Survival : 108.0  		 Treated : 0 		 Reward : 4048.73
Updates : 998 		 Survival : 108.0  		 Treated : 0 		 Reward : 3907.29
Updates : 1000 		 Survival : 30.0  		 Treated : 0 		 Reward : 370.34
--------------------------------------------------------------------------------------------
saving model at : ../PPO_pretrained/online/gym_cancer:CancerControl-v0/patient011/final/patient011_10_20220922-1005-m1-0.8-AI-0.8_PPO_gym_cancer:CancerControl-v0_0_0.pth
model saved
Elapsed Time  :  0:23:57
--------------------------------------------------------------------------------------------
/home/yitao/projects/PPOProstateCancer/codes/env/gym_cancer/envs/cancercontrol.py:265: RuntimeWarning: invalid value encountered in power
  dxdt = np.multiply(r * x, (1 - (x @ self.A / self.K) ** phi - drug @ Beta))
Updates : 1002 		 Survival : 108.0  		 Treated : 0 		 Reward : 3732.95
Updates : 1004 		 Survival : 108.0  		 Treated : 0 		 Reward : 4048.73
Updates : 1006 		 Survival : 108.0  		 Treated : 0 		 Reward : 4942.25
Updates : 1008 		 Survival : 108.0  		 Treated : 0 		 Reward : 4856.98
Updates : 1010 		 Survival : 108.0  		 Treated : 0 		 Reward : 3841.3
Updates : 1012 		 Survival : 108.0  		 Treated : 0 		 Reward : 4418.84
Updates : 1014 		 Survival : 108.0  		 Treated : 0 		 Reward : 4048.73
Updates : 1016 		 Survival : 108.0  		 Treated : 0 		 Reward : 4386.96
Updates : 1018 		 Survival : 108.0  		 Treated : 0 		 Reward : 3887.92
Updates : 1020 		 Survival : 108.0  		 Treated : 0 		 Reward : 4326.97
Updates : 1022 		 Survival : 108.0  		 Treated : 0 		 Reward : 3617.31
Updates : 1024 		 Survival : 108.0  		 Treated : 0 		 Reward : 4056.86
Updates : 1026 		 Survival : 108.0  		 Treated : 0 		 Reward : 3262.14
Updates : 1028 		 Survival : 108.0  		 Treated : 0 		 Reward : 4560.73
Updates : 1030 		 Survival : 108.0  		 Treated : 0 		 Reward : 4056.86
Updates : 1032 		 Survival : 108.0  		 Treated : 0 		 Reward : 3292.5
Updates : 1034 		 Survival : 108.0  		 Treated : 0 		 Reward : 4696.96
Updates : 1036 		 Survival : 108.0  		 Treated : 0 		 Reward : 4097.38
Updates : 1038 		 Survival : 108.0  		 Treated : 0 		 Reward : 4529.46
Updates : 1040 		 Survival : 108.0  		 Treated : 0 		 Reward : 4598.54
Updates : 1042 		 Survival : 108.0  		 Treated : 0 		 Reward : 5014.95
Updates : 1044 		 Survival : 108.0  		 Treated : 0 		 Reward : 4769.96
Updates : 1046 		 Survival : 108.0  		 Treated : 0 		 Reward : 4366.15
Updates : 1048 		 Survival : 6.0  		 Treated : 0 		 Reward : 18.08
Updates : 1050 		 Survival : 107.0  		 Treated : 0 		 Reward : 4325.99
Updates : 1052 		 Survival : 108.0  		 Treated : 0 		 Reward : 4390.56
Updates : 1054 		 Survival : 108.0  		 Treated : 0 		 Reward : 4421.36
Updates : 1056 		 Survival : 108.0  		 Treated : 0 		 Reward : 4488.83
Updates : 1058 		 Survival : 108.0  		 Treated : 0 		 Reward : 3933.17
Updates : 1060 		 Survival : 108.0  		 Treated : 0 		 Reward : 4307.93
Updates : 1062 		 Survival : 108.0  		 Treated : 0 		 Reward : 4496.08
Updates : 1064 		 Survival : 108.0  		 Treated : 0 		 Reward : 3976.83
Updates : 1066 		 Survival : 108.0  		 Treated : 0 		 Reward : 3631.39
Updates : 1068 		 Survival : 108.0  		 Treated : 0 		 Reward : 4232.23
Updates : 1070 		 Survival : 108.0  		 Treated : 0 		 Reward : 4357.4
Updates : 1072 		 Survival : 108.0  		 Treated : 0 		 Reward : 4224.88
Updates : 1074 		 Survival : 51.0  		 Treated : 0 		 Reward : 1136.21
Updates : 1076 		 Survival : 108.0  		 Treated : 0 		 Reward : 4315.84
Updates : 1078 		 Survival : 108.0  		 Treated : 0 		 Reward : 4108.93
Updates : 1080 		 Survival : 108.0  		 Treated : 0 		 Reward : 3663.31
Updates : 1082 		 Survival : 108.0  		 Treated : 0 		 Reward : 4763.64
Updates : 1084 		 Survival : 108.0  		 Treated : 0 		 Reward : 4436.81
Updates : 1086 		 Survival : 108.0  		 Treated : 0 		 Reward : 4288.87
Updates : 1088 		 Survival : 108.0  		 Treated : 0 		 Reward : 3654.31
Updates : 1090 		 Survival : 108.0  		 Treated : 0 		 Reward : 4048.73
Updates : 1092 		 Survival : 108.0  		 Treated : 0 		 Reward : 3732.25
Updates : 1094 		 Survival : 108.0  		 Treated : 0 		 Reward : 4428.55
Updates : 1096 		 Survival : 108.0  		 Treated : 0 		 Reward : 3498.82
Updates : 1098 		 Survival : 108.0  		 Treated : 0 		 Reward : 3875.29
Updates : 1100 		 Survival : 108.0  		 Treated : 0 		 Reward : 4048.73
Updates : 1102 		 Survival : 108.0  		 Treated : 0 		 Reward : 4384.51
Updates : 1104 		 Survival : 108.0  		 Treated : 0 		 Reward : 4175.91
Updates : 1106 		 Survival : 108.0  		 Treated : 0 		 Reward : 4550.29
Updates : 1108 		 Survival : 108.0  		 Treated : 0 		 Reward : 4683.63
Updates : 1110 		 Survival : 108.0  		 Treated : 0 		 Reward : 4612.5
Updates : 1112 		 Survival : 108.0  		 Treated : 0 		 Reward : 4432.13
Updates : 1114 		 Survival : 108.0  		 Treated : 0 		 Reward : 4012.13
Updates : 1116 		 Survival : 108.0  		 Treated : 0 		 Reward : 4111.65
Updates : 1118 		 Survival : 108.0  		 Treated : 0 		 Reward : 4089.07
Updates : 1120 		 Survival : 108.0  		 Treated : 0 		 Reward : 4071.46
Updates : 1122 		 Survival : 108.0  		 Treated : 0 		 Reward : 5146.36
Updates : 1124 		 Survival : 94.0  		 Treated : 0 		 Reward : 2687.76
Updates : 1126 		 Survival : 108.0  		 Treated : 0 		 Reward : 4711.97
Updates : 1128 		 Survival : 108.0  		 Treated : 0 		 Reward : 3550.79
Updates : 1130 		 Survival : 108.0  		 Treated : 0 		 Reward : 4259.72
Updates : 1132 		 Survival : 108.0  		 Treated : 0 		 Reward : 4487.17
Updates : 1134 		 Survival : 108.0  		 Treated : 0 		 Reward : 3772.13
Updates : 1136 		 Survival : 108.0  		 Treated : 0 		 Reward : 4828.19
Updates : 1138 		 Survival : 108.0  		 Treated : 0 		 Reward : 4314.09
Updates : 1140 		 Survival : 108.0  		 Treated : 0 		 Reward : 4000.63
Updates : 1142 		 Survival : 108.0  		 Treated : 0 		 Reward : 4487.01
Updates : 1144 		 Survival : 108.0  		 Treated : 0 		 Reward : 3572.4
Updates : 1146 		 Survival : 85.0  		 Treated : 0 		 Reward : 3195.51
Updates : 1148 		 Survival : 108.0  		 Treated : 0 		 Reward : 4007.78
Updates : 1150 		 Survival : 108.0  		 Treated : 0 		 Reward : 4182.01
Updates : 1152 		 Survival : 108.0  		 Treated : 0 		 Reward : 4182.01
Updates : 1154 		 Survival : 108.0  		 Treated : 0 		 Reward : 4892.8
Updates : 1156 		 Survival : 108.0  		 Treated : 0 		 Reward : 4467.65
Updates : 1158 		 Survival : 108.0  		 Treated : 0 		 Reward : 4182.01
Updates : 1160 		 Survival : 108.0  		 Treated : 0 		 Reward : 4728.96
Updates : 1162 		 Survival : 108.0  		 Treated : 0 		 Reward : 4441.97
Updates : 1164 		 Survival : 108.0  		 Treated : 0 		 Reward : 4930.45
Updates : 1166 		 Survival : 108.0  		 Treated : 0 		 Reward : 4108.93
Updates : 1168 		 Survival : 108.0  		 Treated : 0 		 Reward : 3528.82
Updates : 1170 		 Survival : 108.0  		 Treated : 0 		 Reward : 4923.0
Updates : 1172 		 Survival : 108.0  		 Treated : 0 		 Reward : 4673.36
Updates : 1174 		 Survival : 108.0  		 Treated : 0 		 Reward : 4691.95
Updates : 1176 		 Survival : 108.0  		 Treated : 0 		 Reward : 3616.88
Updates : 1178 		 Survival : 108.0  		 Treated : 0 		 Reward : 4413.22
Updates : 1180 		 Survival : 108.0  		 Treated : 0 		 Reward : 5084.87
Updates : 1182 		 Survival : 108.0  		 Treated : 0 		 Reward : 5044.27
Updates : 1184 		 Survival : 108.0  		 Treated : 0 		 Reward : 4057.72
Updates : 1186 		 Survival : 108.0  		 Treated : 0 		 Reward : 4884.11
Updates : 1188 		 Survival : 108.0  		 Treated : 0 		 Reward : 4119.41
Updates : 1190 		 Survival : 108.0  		 Treated : 0 		 Reward : 4113.91
Updates : 1192 		 Survival : 108.0  		 Treated : 0 		 Reward : 4773.34
Updates : 1194 		 Survival : 106.0  		 Treated : 0 		 Reward : 4891.68
Updates : 1196 		 Survival : 108.0  		 Treated : 0 		 Reward : 4169.26
Updates : 1198 		 Survival : 108.0  		 Treated : 0 		 Reward : 4804.54
Updates : 1200 		 Survival : 108.0  		 Treated : 0 		 Reward : 4078.71
Updates : 1202 		 Survival : 108.0  		 Treated : 0 		 Reward : 4670.09
Updates : 1204 		 Survival : 108.0  		 Treated : 0 		 Reward : 4071.46
Updates : 1206 		 Survival : 108.0  		 Treated : 0 		 Reward : 4078.71
